DATE,SOURCE,PORT,DESTINATION,FLAG,SEQ,ACK,WIN,OPTIONS,LENGTH
11:42:06.696727,190-0-175-100.gba.solunet.com.ar.3378,,184.107.43.74.http:,S,"686375751:686375871,",,"512,",,HTTP
11:42:06.696741,190-0-175-100.gba.solunet.com.ar.3379,,184.107.43.74.http:,S,"697489:697609,",,"512,",,HTTP
11:42:06.696755,190-0-175-100.gba.solunet.com.ar.3380,,184.107.43.74.http:,S,"817189424:817189544,",,"512,",,HTTP
11:42:06.696768,190-0-175-100.gba.solunet.com.ar.3381,,184.107.43.74.http:,S,"624395475:624395595,",,"512,",,HTTP
11:42:06.696781,190-0-175-100.gba.solunet.com.ar.3382,,184.107.43.74.http:,S,"208532345:208532465,",,"512,",,HTTP
11:42:06.696794,190-0-175-100.gba.solunet.com.ar.3383,,184.107.43.74.http:,S,"1987472057:1987472177,",,"512,",,HTTP
11:42:06.696808,190-0-175-100.gba.solunet.com.ar.3384,,184.107.43.74.http:,S,"1409265336:1409265456,",,"512,",,HTTP
11:42:06.696821,190-0-175-100.gba.solunet.com.ar.3385,,184.107.43.74.http:,S,"403070235:403070355,",,"512,",,HTTP
11:42:06.696834,190-0-175-100.gba.solunet.com.ar.3386,,184.107.43.74.http:,S,"887290750:887290870,",,"512,",,HTTP
11:42:06.696847,190-0-175-100.gba.solunet.com.ar.3387,,184.107.43.74.http:,S,"772462064:772462184,",,"512,",,HTTP
11:42:06.696860,190-0-175-100.gba.solunet.com.ar.3388,,184.107.43.74.http:,S,"1778258571:1778258691,",,"512,",,HTTP
11:42:06.696874,190-0-175-100.gba.solunet.com.ar.3389,,184.107.43.74.http:,S,"935704466:935704586,",,"512,",,HTTP
11:42:06.696896,190-0-175-100.gba.solunet.com.ar.3390,,184.107.43.74.http:,S,"1805342757:1805342877,",,"512,",,HTTP
11:42:06.696912,190-0-175-100.gba.solunet.com.ar.3391,,184.107.43.74.http:,S,"1437373023:1437373143,",,"512,",,HTTP
11:42:06.696927,190-0-175-100.gba.solunet.com.ar.3392,,184.107.43.74.http:,S,"391720065:391720185,",,"512,",,HTTP
11:42:06.696943,190-0-175-100.gba.solunet.com.ar.3393,,184.107.43.74.http:,S,"316526806:316526926,",,"512,",,HTTP
11:42:06.696958,190-0-175-100.gba.solunet.com.ar.3394,,184.107.43.74.http:,S,"747271348:747271468,",,"512,",,HTTP
11:42:06.696974,190-0-175-100.gba.solunet.com.ar.3395,,184.107.43.74.http:,S,"53931127:53931247,",,"512,",,HTTP
11:42:06.696989,190-0-175-100.gba.solunet.com.ar.3396,,184.107.43.74.http:,S,"1551481664:1551481784,",,"512,",,HTTP
11:42:06.697005,190-0-175-100.gba.solunet.com.ar.3397,,184.107.43.74.http:,S,"1045318265:1045318385,",,"512,",,HTTP
11:42:06.697021,190-0-175-100.gba.solunet.com.ar.3398,,184.107.43.74.http:,S,"845535806:845535926,",,"512,",,HTTP
11:42:06.697036,190-0-175-100.gba.solunet.com.ar.3399,,184.107.43.74.http:,S,"1498354990:1498355110,",,"512,",,HTTP
11:42:06.697052,190-0-175-100.gba.solunet.com.ar.3400,,184.107.43.74.http:,S,"671467510:671467630,",,"512,",,HTTP
11:42:06.697065,190-0-175-100.gba.solunet.com.ar.3401,,184.107.43.74.http:,S,"2107531072:2107531192,",,"512,",,HTTP
11:42:06.697078,190-0-175-100.gba.solunet.com.ar.3402,,184.107.43.74.http:,S,"241707299:241707419,",,"512,",,HTTP
11:42:06.697091,190-0-175-100.gba.solunet.com.ar.3403,,184.107.43.74.http:,S,"1463836934:1463837054,",,"512,",,HTTP
11:42:06.697104,190-0-175-100.gba.solunet.com.ar.3404,,184.107.43.74.http:,S,"562383475:562383595,",,"512,",,HTTP
11:42:06.697117,190-0-175-100.gba.solunet.com.ar.3405,,184.107.43.74.http:,S,"1725642507:1725642627,",,"512,",,HTTP
11:42:06.697130,190-0-175-100.gba.solunet.com.ar.3406,,184.107.43.74.http:,S,"244764495:244764615,",,"512,",,HTTP
11:42:06.697143,190-0-175-100.gba.solunet.com.ar.3407,,184.107.43.74.http:,S,"403871399:403871519,",,"512,",,HTTP
11:42:06.697157,190-0-175-100.gba.solunet.com.ar.3408,,184.107.43.74.http:,S,"1946521299:1946521419,",,"512,",,HTTP
11:42:06.697170,190-0-175-100.gba.solunet.com.ar.3409,,184.107.43.74.http:,S,"1264122650:1264122770,",,"512,",,HTTP
11:42:06.697183,190-0-175-100.gba.solunet.com.ar.3410,,184.107.43.74.http:,S,"504856588:504856708,",,"512,",,HTTP
11:42:06.697227,190-0-175-100.gba.solunet.com.ar.3411,,184.107.43.74.http:,S,"485912537:485912657,",,"512,",,HTTP
11:42:06.697241,190-0-175-100.gba.solunet.com.ar.3412,,184.107.43.74.http:,S,"1831685974:1831686094,",,"512,",,HTTP
11:42:06.697254,190-0-175-100.gba.solunet.com.ar.3413,,184.107.43.74.http:,S,"455741947:455742067,",,"512,",,HTTP
11:42:06.697268,190-0-175-100.gba.solunet.com.ar.3414,,184.107.43.74.http:,S,"493036162:493036282,",,"512,",,HTTP
11:42:06.697281,190-0-175-100.gba.solunet.com.ar.3415,,184.107.43.74.http:,S,"1205350307:1205350427,",,"512,",,HTTP
11:42:06.697294,190-0-175-100.gba.solunet.com.ar.3416,,184.107.43.74.http:,S,"848270969:848271089,",,"512,",,HTTP
11:42:06.697308,190-0-175-100.gba.solunet.com.ar.3417,,184.107.43.74.http:,S,"309088899:309089019,",,"512,",,HTTP
11:42:06.697321,190-0-175-100.gba.solunet.com.ar.3418,,184.107.43.74.http:,S,"360266161:360266281,",,"512,",,HTTP
11:42:06.697334,190-0-175-100.gba.solunet.com.ar.3419,,184.107.43.74.http:,S,"632577679:632577799,",,"512,",,HTTP
11:42:06.697347,190-0-175-100.gba.solunet.com.ar.3420,,184.107.43.74.http:,S,"2061727918:2061728038,",,"512,",,HTTP
11:42:06.697360,190-0-175-100.gba.solunet.com.ar.3421,,184.107.43.74.http:,S,"10608692:10608812,",,"512,",,HTTP
11:42:06.697373,190-0-175-100.gba.solunet.com.ar.3422,,184.107.43.74.http:,S,"211560320:211560440,",,"512,",,HTTP
11:42:06.697386,190-0-175-100.gba.solunet.com.ar.3423,,184.107.43.74.http:,S,"908819219:908819339,",,"512,",,HTTP
11:42:06.697400,190-0-175-100.gba.solunet.com.ar.3424,,184.107.43.74.http:,S,"271428548:271428668,",,"512,",,HTTP
11:42:06.697413,190-0-175-100.gba.solunet.com.ar.3425,,184.107.43.74.http:,S,"1194143303:1194143423,",,"512,",,HTTP
11:42:06.697426,190-0-175-100.gba.solunet.com.ar.3426,,184.107.43.74.http:,S,"1583410962:1583411082,",,"512,",,HTTP
11:42:06.697439,190-0-175-100.gba.solunet.com.ar.3427,,184.107.43.74.http:,S,"843229543:843229663,",,"512,",,HTTP
11:42:06.697452,190-0-175-100.gba.solunet.com.ar.3428,,184.107.43.74.http:,S,"18917310:18917430,",,"512,",,HTTP
11:42:06.697465,190-0-175-100.gba.solunet.com.ar.3429,,184.107.43.74.http:,S,"2103493718:2103493838,",,"512,",,HTTP
11:42:06.697479,190-0-175-100.gba.solunet.com.ar.3430,,184.107.43.74.http:,S,"5379165:5379285,",,"512,",,HTTP
11:42:06.697492,190-0-175-100.gba.solunet.com.ar.3431,,184.107.43.74.http:,S,"838492105:838492225,",,"512,",,HTTP
11:42:06.697505,190-0-175-100.gba.solunet.com.ar.3432,,184.107.43.74.http:,S,"267912666:267912786,",,"512,",,HTTP
11:42:06.697518,190-0-175-100.gba.solunet.com.ar.3433,,184.107.43.74.http:,S,"682831796:682831916,",,"512,",,HTTP
11:42:06.697531,190-0-175-100.gba.solunet.com.ar.3434,,184.107.43.74.http:,S,"1399602781:1399602901,",,"512,",,HTTP
11:42:06.697544,190-0-175-100.gba.solunet.com.ar.3435,,184.107.43.74.http:,S,"833125447:833125567,",,"512,",,HTTP
11:42:06.697557,190-0-175-100.gba.solunet.com.ar.3436,,184.107.43.74.http:,S,"709042303:709042423,",,"512,",,HTTP
11:42:06.697571,190-0-175-100.gba.solunet.com.ar.3437,,184.107.43.74.http:,S,"1272117842:1272117962,",,"512,",,HTTP
11:42:06.697584,190-0-175-100.gba.solunet.com.ar.3438,,184.107.43.74.http:,S,"778739817:778739937,",,"512,",,HTTP
11:42:06.697597,190-0-175-100.gba.solunet.com.ar.3439,,184.107.43.74.http:,S,"1175429527:1175429647,",,"512,",,HTTP
11:42:06.697611,190-0-175-100.gba.solunet.com.ar.3440,,184.107.43.74.http:,S,"1578825974:1578826094,",,"512,",,HTTP
11:42:06.697624,190-0-175-100.gba.solunet.com.ar.3441,,184.107.43.74.http:,S,"346302098:346302218,",,"512,",,HTTP
11:42:06.697637,190-0-175-100.gba.solunet.com.ar.3442,,184.107.43.74.http:,S,"111254085:111254205,",,"512,",,HTTP
11:42:06.697659,190-0-175-100.gba.solunet.com.ar.3443,,184.107.43.74.http:,S,"557884260:557884380,",,"512,",,HTTP
11:42:06.697675,190-0-175-100.gba.solunet.com.ar.3444,,184.107.43.74.http:,S,"2141934570:2141934690,",,"512,",,HTTP
11:42:06.697691,190-0-175-100.gba.solunet.com.ar.3445,,184.107.43.74.http:,S,"1061473882:1061474002,",,"512,",,HTTP
11:42:06.697707,190-0-175-100.gba.solunet.com.ar.3446,,184.107.43.74.http:,S,"669336151:669336271,",,"512,",,HTTP
11:42:06.697723,190-0-175-100.gba.solunet.com.ar.3447,,184.107.43.74.http:,S,"1813792345:1813792465,",,"512,",,HTTP
11:42:06.697739,190-0-175-100.gba.solunet.com.ar.3448,,184.107.43.74.http:,S,"508964069:508964189,",,"512,",,HTTP
11:42:06.697754,190-0-175-100.gba.solunet.com.ar.3449,,184.107.43.74.http:,S,"1410084780:1410084900,",,"512,",,HTTP
11:42:06.697770,190-0-175-100.gba.solunet.com.ar.3450,,184.107.43.74.http:,S,"854764861:854764981,",,"512,",,HTTP
11:42:06.697786,190-0-175-100.gba.solunet.com.ar.3451,,184.107.43.74.http:,S,"904732230:904732350,",,"512,",,HTTP
11:42:06.697801,190-0-175-100.gba.solunet.com.ar.3452,,184.107.43.74.http:,S,"1570595579:1570595699,",,"512,",,HTTP
11:42:06.697817,190-0-175-100.gba.solunet.com.ar.3453,,184.107.43.74.http:,S,"916431580:916431700,",,"512,",,HTTP
11:42:06.697833,190-0-175-100.gba.solunet.com.ar.3454,,184.107.43.74.http:,S,"1998543101:1998543221,",,"512,",,HTTP
11:42:06.697846,190-0-175-100.gba.solunet.com.ar.3455,,184.107.43.74.http:,S,"793391393:793391513,",,"512,",,HTTP
11:42:06.697859,190-0-175-100.gba.solunet.com.ar.3456,,184.107.43.74.http:,S,"642603409:642603529,",,"512,",,HTTP
11:42:06.697872,190-0-175-100.gba.solunet.com.ar.3457,,184.107.43.74.http:,S,"982106462:982106582,",,"512,",,HTTP
11:42:06.697885,190-0-175-100.gba.solunet.com.ar.3458,,184.107.43.74.http:,S,"507646447:507646567,",,"512,",,HTTP
11:42:06.697899,190-0-175-100.gba.solunet.com.ar.3459,,184.107.43.74.http:,S,"1385624323:1385624443,",,"512,",,HTTP
11:42:06.697912,190-0-175-100.gba.solunet.com.ar.3460,,184.107.43.74.http:,S,"1424566512:1424566632,",,"512,",,HTTP
11:42:06.697925,190-0-175-100.gba.solunet.com.ar.3461,,184.107.43.74.http:,S,"629852178:629852298,",,"512,",,HTTP
11:42:06.697938,190-0-175-100.gba.solunet.com.ar.3462,,184.107.43.74.http:,S,"1987457074:1987457194,",,"512,",,HTTP
11:42:06.697952,190-0-175-100.gba.solunet.com.ar.3463,,184.107.43.74.http:,S,"1470326572:1470326692,",,"512,",,HTTP
11:42:06.697965,190-0-175-100.gba.solunet.com.ar.3464,,184.107.43.74.http:,S,"1908776115:1908776235,",,"512,",,HTTP
11:42:06.697978,190-0-175-100.gba.solunet.com.ar.3465,,184.107.43.74.http:,S,"407441188:407441308,",,"512,",,HTTP
11:42:06.697991,190-0-175-100.gba.solunet.com.ar.3466,,184.107.43.74.http:,S,"2094414536:2094414656,",,"512,",,HTTP
11:42:06.698004,190-0-175-100.gba.solunet.com.ar.3467,,184.107.43.74.http:,S,"1236287516:1236287636,",,"512,",,HTTP
11:42:06.698017,190-0-175-100.gba.solunet.com.ar.3468,,184.107.43.74.http:,S,"1252661620:1252661740,",,"512,",,HTTP
11:42:06.698030,190-0-175-100.gba.solunet.com.ar.3469,,184.107.43.74.http:,S,"774793017:774793137,",,"512,",,HTTP
11:42:06.698043,190-0-175-100.gba.solunet.com.ar.3470,,184.107.43.74.http:,S,"978111235:978111355,",,"512,",,HTTP
11:42:06.698057,190-0-175-100.gba.solunet.com.ar.3471,,184.107.43.74.http:,S,"1293958599:1293958719,",,"512,",,HTTP
11:42:06.698070,190-0-175-100.gba.solunet.com.ar.3472,,184.107.43.74.http:,S,"2068637209:2068637329,",,"512,",,HTTP
11:42:06.698083,190-0-175-100.gba.solunet.com.ar.3473,,184.107.43.74.http:,S,"1265917502:1265917622,",,"512,",,HTTP
11:42:06.698096,190-0-175-100.gba.solunet.com.ar.3474,,184.107.43.74.http:,S,"1591167385:1591167505,",,"512,",,HTTP
11:42:06.698109,190-0-175-100.gba.solunet.com.ar.3475,,184.107.43.74.http:,S,"891354133:891354253,",,"512,",,HTTP
11:42:06.698122,190-0-175-100.gba.solunet.com.ar.3476,,184.107.43.74.http:,S,"227951628:227951748,",,"512,",,HTTP
11:42:06.698135,190-0-175-100.gba.solunet.com.ar.3477,,184.107.43.74.http:,S,"270296022:270296142,",,"512,",,HTTP
11:42:06.698148,190-0-175-100.gba.solunet.com.ar.3478,,184.107.43.74.http:,S,"684696012:684696132,",,"512,",,HTTP
11:42:06.698161,190-0-175-100.gba.solunet.com.ar.3479,,184.107.43.74.http:,S,"1980115668:1980115788,",,"512,",,HTTP
11:42:06.698174,190-0-175-100.gba.solunet.com.ar.3480,,184.107.43.74.http:,S,"1271672473:1271672593,",,"512,",,HTTP
11:42:06.698188,190-0-175-100.gba.solunet.com.ar.3481,,184.107.43.74.http:,S,"1561614938:1561615058,",,"512,",,HTTP
11:42:06.698201,190-0-175-100.gba.solunet.com.ar.3482,,184.107.43.74.http:,S,"1607191645:1607191765,",,"512,",,HTTP
11:42:06.698214,190-0-175-100.gba.solunet.com.ar.3483,,184.107.43.74.http:,S,"831514526:831514646,",,"512,",,HTTP
11:42:06.698227,190-0-175-100.gba.solunet.com.ar.3484,,184.107.43.74.http:,S,"151015160:151015280,",,"512,",,HTTP
11:42:06.698240,190-0-175-100.gba.solunet.com.ar.3485,,184.107.43.74.http:,S,"1564236650:1564236770,",,"512,",,HTTP
11:42:06.698253,190-0-175-100.gba.solunet.com.ar.3486,,184.107.43.74.http:,S,"1569603092:1569603212,",,"512,",,HTTP
11:42:06.698266,190-0-175-100.gba.solunet.com.ar.3487,,184.107.43.74.http:,S,"809717895:809718015,",,"512,",,HTTP
11:42:06.698279,190-0-175-100.gba.solunet.com.ar.3488,,184.107.43.74.http:,S,"266687522:266687642,",,"512,",,HTTP
11:42:06.698292,190-0-175-100.gba.solunet.com.ar.3489,,184.107.43.74.http:,S,"448158420:448158540,",,"512,",,HTTP
11:42:06.698305,190-0-175-100.gba.solunet.com.ar.3490,,184.107.43.74.http:,S,"592271265:592271385,",,"512,",,HTTP
11:42:06.698319,190-0-175-100.gba.solunet.com.ar.3491,,184.107.43.74.http:,S,"2123592568:2123592688,",,"512,",,HTTP
11:42:06.698332,190-0-175-100.gba.solunet.com.ar.3492,,184.107.43.74.http:,S,"1377007211:1377007331,",,"512,",,HTTP
11:42:06.698345,190-0-175-100.gba.solunet.com.ar.nut,,184.107.43.74.http:,S,"339972270:339972390,",,"512,",,HTTP
11:42:06.698359,190-0-175-100.gba.solunet.com.ar.3494,,184.107.43.74.http:,S,"482814315:482814435,",,"512,",,HTTP
11:42:06.698372,190-0-175-100.gba.solunet.com.ar.3495,,184.107.43.74.http:,S,"1566825815:1566825935,",,"512,",,HTTP
11:42:06.698393,190-0-175-100.gba.solunet.com.ar.3496,,184.107.43.74.http:,S,"1851964309:1851964429,",,"512,",,HTTP
11:42:06.698409,190-0-175-100.gba.solunet.com.ar.3497,,184.107.43.74.http:,S,"1285160685:1285160805,",,"512,",,HTTP
11:42:06.698424,190-0-175-100.gba.solunet.com.ar.3498,,184.107.43.74.http:,S,"1102702461:1102702581,",,"512,",,HTTP
11:42:06.698440,190-0-175-100.gba.solunet.com.ar.3499,,184.107.43.74.http:,S,"409767608:409767728,",,"512,",,HTTP
11:42:06.698455,190-0-175-100.gba.solunet.com.ar.3500,,184.107.43.74.http:,S,"2128632792:2128632912,",,"512,",,HTTP
11:42:06.698471,190-0-175-100.gba.solunet.com.ar.3501,,184.107.43.74.http:,S,"794958304:794958424,",,"512,",,HTTP
11:42:06.698487,190-0-175-100.gba.solunet.com.ar.3502,,184.107.43.74.http:,S,"1997670039:1997670159,",,"512,",,HTTP
11:42:06.698502,190-0-175-100.gba.solunet.com.ar.3503,,184.107.43.74.http:,S,"1362954264:1362954384,",,"512,",,HTTP
11:42:06.698518,190-0-175-100.gba.solunet.com.ar.3504,,184.107.43.74.http:,S,"156728479:156728599,",,"512,",,HTTP
11:42:06.698533,190-0-175-100.gba.solunet.com.ar.3505,,184.107.43.74.http:,S,"2117643719:2117643839,",,"512,",,HTTP
11:42:06.698549,190-0-175-100.gba.solunet.com.ar.3506,,184.107.43.74.http:,S,"1694603171:1694603291,",,"512,",,HTTP
11:42:06.698565,190-0-175-100.gba.solunet.com.ar.3507,,184.107.43.74.http:,S,"1263042113:1263042233,",,"512,",,HTTP
11:42:06.698580,190-0-175-100.gba.solunet.com.ar.3508,,184.107.43.74.http:,S,"1093256567:1093256687,",,"512,",,HTTP
11:42:06.698593,190-0-175-100.gba.solunet.com.ar.3509,,184.107.43.74.http:,S,"1869942546:1869942666,",,"512,",,HTTP
11:42:06.698606,190-0-175-100.gba.solunet.com.ar.3510,,184.107.43.74.http:,S,"1278248421:1278248541,",,"512,",,HTTP
11:42:06.698620,190-0-175-100.gba.solunet.com.ar.3511,,184.107.43.74.http:,S,"589846666:589846786,",,"512,",,HTTP
11:42:06.698633,190-0-175-100.gba.solunet.com.ar.3512,,184.107.43.74.http:,S,"1366352219:1366352339,",,"512,",,HTTP
11:42:06.698646,190-0-175-100.gba.solunet.com.ar.3513,,184.107.43.74.http:,S,"919989431:919989551,",,"512,",,HTTP
11:42:06.698659,190-0-175-100.gba.solunet.com.ar.3514,,184.107.43.74.http:,S,"82272826:82272946,",,"512,",,HTTP
11:42:06.698672,190-0-175-100.gba.solunet.com.ar.3515,,184.107.43.74.http:,S,"1151701214:1151701334,",,"512,",,HTTP
11:42:06.698685,190-0-175-100.gba.solunet.com.ar.3516,,184.107.43.74.http:,S,"1397543949:1397544069,",,"512,",,HTTP
11:42:06.698698,190-0-175-100.gba.solunet.com.ar.3517,,184.107.43.74.http:,S,"241920474:241920594,",,"512,",,HTTP
11:42:06.698711,190-0-175-100.gba.solunet.com.ar.3518,,184.107.43.74.http:,S,"642032333:642032453,",,"512,",,HTTP
11:42:06.698725,190-0-175-100.gba.solunet.com.ar.3519,,184.107.43.74.http:,S,"717083400:717083520,",,"512,",,HTTP
11:42:06.698738,190-0-175-100.gba.solunet.com.ar.3520,,184.107.43.74.http:,S,"915232097:915232217,",,"512,",,HTTP
11:42:06.698751,190-0-175-100.gba.solunet.com.ar.3521,,184.107.43.74.http:,S,"1828749687:1828749807,",,"512,",,HTTP
11:42:06.698764,190-0-175-100.gba.solunet.com.ar.3522,,184.107.43.74.http:,S,"1286261444:1286261564,",,"512,",,HTTP
11:42:06.698777,190-0-175-100.gba.solunet.com.ar.3523,,184.107.43.74.http:,S,"664774578:664774698,",,"512,",,HTTP
11:42:06.698790,190-0-175-100.gba.solunet.com.ar.3524,,184.107.43.74.http:,S,"304261359:304261479,",,"512,",,HTTP
11:42:06.698803,190-0-175-100.gba.solunet.com.ar.3525,,184.107.43.74.http:,S,"687536104:687536224,",,"512,",,HTTP
11:42:06.698816,190-0-175-100.gba.solunet.com.ar.3526,,184.107.43.74.http:,S,"1233940978:1233941098,",,"512,",,HTTP
11:42:06.698830,190-0-175-100.gba.solunet.com.ar.3527,,184.107.43.74.http:,S,"1647956644:1647956764,",,"512,",,HTTP
11:42:06.698843,190-0-175-100.gba.solunet.com.ar.3528,,184.107.43.74.http:,S,"1067260138:1067260258,",,"512,",,HTTP
11:42:06.698856,190-0-175-100.gba.solunet.com.ar.3529,,184.107.43.74.http:,S,"594553921:594554041,",,"512,",,HTTP
11:42:06.698869,190-0-175-100.gba.solunet.com.ar.3530,,184.107.43.74.http:,S,"639605602:639605722,",,"512,",,HTTP
11:42:06.698882,190-0-175-100.gba.solunet.com.ar.3531,,184.107.43.74.http:,S,"1183564325:1183564445,",,"512,",,HTTP
11:42:06.698895,190-0-175-100.gba.solunet.com.ar.3532,,184.107.43.74.http:,S,"873904745:873904865,",,"512,",,HTTP
11:42:06.698908,190-0-175-100.gba.solunet.com.ar.3533,,184.107.43.74.http:,S,"1708296902:1708297022,",,"512,",,HTTP
11:42:06.698921,190-0-175-100.gba.solunet.com.ar.3534,,184.107.43.74.http:,S,"754727764:754727884,",,"512,",,HTTP
11:42:06.698934,190-0-175-100.gba.solunet.com.ar.3535,,184.107.43.74.http:,S,"317409458:317409578,",,"512,",,HTTP
11:42:06.698947,190-0-175-100.gba.solunet.com.ar.3536,,184.107.43.74.http:,S,"366502056:366502176,",,"512,",,HTTP
11:42:06.698961,190-0-175-100.gba.solunet.com.ar.3537,,184.107.43.74.http:,S,"449125081:449125201,",,"512,",,HTTP
11:42:06.698974,190-0-175-100.gba.solunet.com.ar.3538,,184.107.43.74.http:,S,"1828320647:1828320767,",,"512,",,HTTP
11:42:06.698987,190-0-175-100.gba.solunet.com.ar.3539,,184.107.43.74.http:,S,"1302378024:1302378144,",,"512,",,HTTP
11:42:06.699000,190-0-175-100.gba.solunet.com.ar.3540,,184.107.43.74.http:,S,"741239760:741239880,",,"512,",,HTTP
11:42:06.699013,190-0-175-100.gba.solunet.com.ar.3541,,184.107.43.74.http:,S,"1423154274:1423154394,",,"512,",,HTTP
11:42:06.699026,190-0-175-100.gba.solunet.com.ar.3542,,184.107.43.74.http:,S,"1790484586:1790484706,",,"512,",,HTTP
11:42:06.699039,190-0-175-100.gba.solunet.com.ar.3543,,184.107.43.74.http:,S,"1062099266:1062099386,",,"512,",,HTTP
11:42:06.699052,190-0-175-100.gba.solunet.com.ar.3544,,184.107.43.74.http:,S,"157987745:157987865,",,"512,",,HTTP
11:42:06.699065,190-0-175-100.gba.solunet.com.ar.3545,,184.107.43.74.http:,S,"1307906499:1307906619,",,"512,",,HTTP
11:42:06.699079,190-0-175-100.gba.solunet.com.ar.3546,,184.107.43.74.http:,S,"1368589445:1368589565,",,"512,",,HTTP
11:42:06.699092,190-0-175-100.gba.solunet.com.ar.3547,,184.107.43.74.http:,S,"1737580532:1737580652,",,"512,",,HTTP
11:42:06.699105,190-0-175-100.gba.solunet.com.ar.3548,,184.107.43.74.http:,S,"509316587:509316707,",,"512,",,HTTP
11:42:06.699126,190-0-175-100.gba.solunet.com.ar.3549,,184.107.43.74.http:,S,"473313591:473313711,",,"512,",,HTTP
11:42:06.699142,190-0-175-100.gba.solunet.com.ar.3550,,184.107.43.74.http:,S,"199171295:199171415,",,"512,",,HTTP
11:42:06.699157,190-0-175-100.gba.solunet.com.ar.3551,,184.107.43.74.http:,S,"602121798:602121918,",,"512,",,HTTP
11:42:06.699173,190-0-175-100.gba.solunet.com.ar.3552,,184.107.43.74.http:,S,"1363431138:1363431258,",,"512,",,HTTP
11:42:06.699189,190-0-175-100.gba.solunet.com.ar.3553,,184.107.43.74.http:,S,"1621877111:1621877231,",,"512,",,HTTP
11:42:06.699204,190-0-175-100.gba.solunet.com.ar.3554,,184.107.43.74.http:,S,"2042234296:2042234416,",,"512,",,HTTP
11:42:06.699220,190-0-175-100.gba.solunet.com.ar.3555,,184.107.43.74.http:,S,"781280404:781280524,",,"512,",,HTTP
11:42:06.699235,190-0-175-100.gba.solunet.com.ar.3556,,184.107.43.74.http:,S,"674035187:674035307,",,"512,",,HTTP
11:42:06.699251,190-0-175-100.gba.solunet.com.ar.3557,,184.107.43.74.http:,S,"806955976:806956096,",,"512,",,HTTP
11:42:06.699267,190-0-175-100.gba.solunet.com.ar.3558,,184.107.43.74.http:,S,"680515766:680515886,",,"512,",,HTTP
11:42:06.699283,190-0-175-100.gba.solunet.com.ar.3559,,184.107.43.74.http:,S,"1361974695:1361974815,",,"512,",,HTTP
11:42:06.699299,190-0-175-100.gba.solunet.com.ar.3560,,184.107.43.74.http:,S,"1298403038:1298403158,",,"512,",,HTTP
11:42:06.699314,190-0-175-100.gba.solunet.com.ar.3561,,184.107.43.74.http:,S,"1129406396:1129406516,",,"512,",,HTTP
11:42:06.699330,190-0-175-100.gba.solunet.com.ar.3562,,184.107.43.74.http:,S,"2038549094:2038549214,",,"512,",,HTTP
11:42:06.699343,190-0-175-100.gba.solunet.com.ar.3563,,184.107.43.74.http:,S,"604768582:604768702,",,"512,",,HTTP
11:42:06.699356,190-0-175-100.gba.solunet.com.ar.3564,,184.107.43.74.http:,S,"683845410:683845530,",,"512,",,HTTP
11:42:06.699369,190-0-175-100.gba.solunet.com.ar.3565,,184.107.43.74.http:,S,"883023693:883023813,",,"512,",,HTTP
11:42:06.699382,190-0-175-100.gba.solunet.com.ar.3566,,184.107.43.74.http:,S,"1519712890:1519713010,",,"512,",,HTTP
11:42:06.699395,190-0-175-100.gba.solunet.com.ar.3567,,184.107.43.74.http:,S,"812931409:812931529,",,"512,",,HTTP
11:42:06.699408,190-0-175-100.gba.solunet.com.ar.3568,,184.107.43.74.http:,S,"1359287981:1359288101,",,"512,",,HTTP
11:42:06.699421,190-0-175-100.gba.solunet.com.ar.3569,,184.107.43.74.http:,S,"692135955:692136075,",,"512,",,HTTP
11:42:06.699434,190-0-175-100.gba.solunet.com.ar.3570,,184.107.43.74.http:,S,"113853357:113853477,",,"512,",,HTTP
11:42:06.699447,190-0-175-100.gba.solunet.com.ar.3571,,184.107.43.74.http:,S,"365679947:365680067,",,"512,",,HTTP
11:42:06.699460,190-0-175-100.gba.solunet.com.ar.3572,,184.107.43.74.http:,S,"723286350:723286470,",,"512,",,HTTP
11:42:06.699473,190-0-175-100.gba.solunet.com.ar.3573,,184.107.43.74.http:,S,"829673506:829673626,",,"512,",,HTTP
11:42:06.699487,190-0-175-100.gba.solunet.com.ar.3574,,184.107.43.74.http:,S,"1746940679:1746940799,",,"512,",,HTTP
11:42:06.699500,190-0-175-100.gba.solunet.com.ar.3575,,184.107.43.74.http:,S,"1485591968:1485592088,",,"512,",,HTTP
11:42:06.699513,190-0-175-100.gba.solunet.com.ar.3576,,184.107.43.74.http:,S,"1353533872:1353533992,",,"512,",,HTTP
11:42:06.699526,190-0-175-100.gba.solunet.com.ar.3577,,184.107.43.74.http:,S,"571872187:571872307,",,"512,",,HTTP
11:42:06.699539,190-0-175-100.gba.solunet.com.ar.3578,,184.107.43.74.http:,S,"878187446:878187566,",,"512,",,HTTP
11:42:06.699552,190-0-175-100.gba.solunet.com.ar.3579,,184.107.43.74.http:,S,"634312588:634312708,",,"512,",,HTTP
11:42:06.699565,190-0-175-100.gba.solunet.com.ar.3580,,184.107.43.74.http:,S,"313561205:313561325,",,"512,",,HTTP
11:42:06.699578,190-0-175-100.gba.solunet.com.ar.3581,,184.107.43.74.http:,S,"115104592:115104712,",,"512,",,HTTP
11:42:06.699591,190-0-175-100.gba.solunet.com.ar.3582,,184.107.43.74.http:,S,"641064547:641064667,",,"512,",,HTTP
